"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"12153","00000000000DB716","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12154","00000000000F5AA5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12155","00000000000249D4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12156","00000000000A997A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12157","00000000000A992F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12158","000000000007C42A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12159","00000000000DA847","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12160","0000000000081446","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12161","00000000001538FE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12162","00000000000A990E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12163","0000000000081532","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12164","000000000000EF46","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12165","0000000000136ED5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12166","0000000000102B48","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12167","00000000000A98CF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12168","000000000009337A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12169","0000000000150433","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12170","00000000000B555B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12171","00000000000A99B2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12172","000000000013C8D5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12173","00000000000A98BE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12174","00000000001131EF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12175","00000000001150AA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12176","0000000000081D89","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12177","00000000000A99FA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12178","0000000000114FB2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12179","00000000000A9923","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12180","0000000000128C5E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12181","00000000000A98F7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12182","00000000000A99BF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12183","00000000000A9A11","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12184","00000000000F784F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12185","000000000006D478","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12186","0000000000074DA8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12187","00000000000A98B8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12188","000000000007E0AA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12189","0000000000074E84","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12190","00000000000A989A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12191","0000000000116767","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12192","00000000000E65EF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12193","00000000000E7D0B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12194","000000000006363B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12195","00000000000A9A16","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12196","00000000000D8E68","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12197","00000000000A98E5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12198","000000000007F218","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12199","00000000000A9889","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12200","000000000012C886","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12201","000000010031F66D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12202","00000000000A99AC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12203","0000000000078AB1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12204","0000000000127073","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12205","0000000000114FA8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12206","0000000000148EF2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12207","0000000000020007","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12208","0000000000079F26","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12209","00000000000E89D6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12210","000000000014B962","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12211","0000000000114030","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12212","000000000000CD9A","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12213","000000000000EF4B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12214","000000010031FEC0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12215","000000010063F00A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12216","000000010064005F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12217","000000000000EF4C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12218","000000010031FF0F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12219","0000000100643919","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12220","0000000100643923","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12221","000000010064390E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12222","0000000000119302","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12223","0000000100646116","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12224","000000000000EF4D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12225","000000000000DBF3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12226","0000000100640A89","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12227","0000000000127AE2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12228","0000000000116BC8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12229","000000010064174F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12230","00000001003200C1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12231","0000000000114252","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12232","000000000000EF4E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12233","000000000014C708","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12234","000000010063F0EA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12235","000000010063FDB5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12236","000000010063FD54","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12237","00000000000EBEBB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12238","000000000005F0BB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12239","000000010063EA0B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12240","00000000000EBDB8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12241","00000000000EBDAF","Turun ja Porin lääni","","Ei tietoa","Mies","Leski/eron"
"12242","00000000000F75D1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12243","0000000100641A44","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12244","0000000000115354","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12245","000000000000DBF4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12246","000000000000EF50","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12247","000000000000CD9C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12248","000000000000CE21","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12249","000000000005F24C","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12250","0000000100646DC8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12251","000000000000CE64","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12252","000000000000CE22","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12253","0000000100646670","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12254","0000000100647A9D","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12255","00000000000DC774","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12256","00000000000FA199","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12257","00000000000AAAAB","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12258","0000000000087E0B","Turun ja Porin lääni","","Huono","Mies","Naimaton"
"12259","00000000000AAAB5","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12260","000000000007D78C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12261","00000000000879BC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12262","00000000000AAAC6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12263","00000000000DB6E2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12264","00000000000AAAC8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12265","000000000003984A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12266","000000000006FBF3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12267","00000000000E4C34","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12268","00000000000AAAC3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12269","0000000100647536","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12270","000000000000CE57","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12271","000000000000CE24","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12272","000000000000EF54","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12273","00000000001199D7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12274","00000000001153E3","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12275","0000000000090838","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12276","00000000000907B1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12277","000000000010E353","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12278","000000000010A27F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12279","000000000000E264","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12280","000000000011A75A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12281","000000000010D12F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12282","0000000000109915","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12283","000000000003EBAD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12284","0000000000031A06","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12285","000000000010A06B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12286","000000000010CD39","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12287","0000000000109C2F","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12288","000000000011A759","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12289","000000000011A765","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12290","000000000010CADF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12291","00000000001324B9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12292","000000000010D16F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12293","000000000000DBF7","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12294","0000000000151A22","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12295","0000000000151450","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12296","00000000001531AD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12297","0000000000152F31","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12298","000000000010CD17","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12299","000000000010E544","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12300","000000000010A245","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12301","00000000000E7494","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12302","00000000000AC6DA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12303","000000000010CE05","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12304","0000000000109DC7","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12305","0000000000113813","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12306","00000000000ACBB2","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12307","00000000000ACBD7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12308","000000000011A911","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12309","000000000011ABF0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12310","000000000011AE53","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12311","000000000002E6A3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12312","0000000000109F8A","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12313","000000000010987D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12314","0000000000142DF1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12315","0000000000109C6A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12316","000000000011A758","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12317","000000000013202F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12318","000000000010A03F","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12319","000000000010A1E9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12320","000000010064B30A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12321","00000000001500AE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12322","000000000015039B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12323","000000000015208B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12324","0000000000032BFC","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12325","000000000010A0AA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12326","0000000000109C79","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12327","0000000000056F67","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12328","000000000010BFF1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12329","00000000001098EC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12330","0000000000088EEF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12331","0000000000153188","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12332","00000000000AC71F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12333","00000000000FB5D0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12334","00000000000AC68F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12335","0000000000109C28","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12336","000000000010EC05","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12337","000000000013811F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12338","0000000000150142","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12339","00000000001094CC","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12340","00000000000ACBAD","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12341","00000000001276AF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12342","00000000001094E5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12343","00000000001098BD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12344","0000000000074545","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12345","0000000000124437","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12346","000000000011B2F1","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"12347","000000000000D8D5","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12348","000000000000E5A5","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12349","000000010064C414","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12350","00000000000DA59D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12351","000000000011A75F","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12352","000000000000F64B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12353","00000000001197A0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12354","00000001002EB731","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12355","000000000003A0F7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12356","00000001002BAEF0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12357","00000000001328F2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12358","00000001002EB7DA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12359","00000000000E1D88","Turun ja Porin lääni","","Hyvä","Mies","Naimisissa"
"12360","00000001002EFFDB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12361","00000001002EFFE5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12362","000000000000B8DD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
